;Mali;Niger;Burkina Faso;Uzbekistan;TFYR Macedna;Syria;Guadeloupe;Qatar;Tajikistan;Bermuda;Kyrgyzstan;Chad;Jordan;Bosnia Herzg;Liberia;Georgia;Ecuador;Mexico;El Salvador;Honduras;Colombia;Venezuela;Egypt;Morocco;Madagascar;Mozambique;Senegal;Tanzania;Canada;USA;Argentina;Chile;Peru;Uruguay;Israel;Japan;Oman;Saudi Arabia;India;Indonesia;Korea Rep.;Pakistan;Philippines;Singapore;Thailand;Taiwan;China;Denmark;France,Monac;Germany;Ireland;Italy;Portugal;Spain;UK;Norway;Sweden;Russian Fed;Australia;New Zealand;Mauritania;Belgium-Lux;Netherlands;Libya;Seychelles;Brazil;Costa Rica;Malaysia;Greece;South Africa;Angola;Zimbabwe;Untd Arab Em;Turkey;Iceland;Switz.Liecht;Tunisia;Ghana;Mauritius;Greenland;Nicaragua;Bahamas;Cuba;Haiti;Jamaica;Trinidad Tbg;Belize;Guyana;Panama;Suriname;Iran;Bangladesh;Myanmar;China HK SAR;Viet Nam;Finland;Estonia;Latvia;Lithuania;Poland;Fiji;Dem.Rp.Congo;Guinea;Kenya;Nigeria;Uganda;Zambia;Slovenia;Guatemala;Barbados;Dominican Rp;Bahrain;Yemen;Cambodia;Sri Lanka;Kazakhstan;Bulgaria;Romania;Croatia;Papua N.Guin;Samoa;Paraguay;Cyprus;Ukraine;Gabon;Cote Divoire;Sierra Leone;Kuwait;Azerbaijan;Korea D P Rp;Malta;Czech Rep;Togo;Bolivia;Nepal;Gibraltar;Yugoslavia;Benin;Belarus;Hungary;Austria;Algeria;Cameroon;Lebanon;Armenia;Slovakia;Albania;Malawi;Ethiopia;Iraq;Mongolia
Italy;0;0;0;0;0.12219731;0;0;0;0;0;0;0;0;0.14779337;0;0;0;0;0;0;0;0.009076234;0.0019419554;0;0;0;0;0;0.0016186388;3.8142694E-4;0;0;0;0;9.819765E-4;0.0017295122;0;0.03277169;0;0;0;0;0;5.080114E-4;7.6295406E-4;0;0;0.002130318;0.0087154005;0.014134343;0.009761469;0;4.5950653E-4;0.032086197;0.001139326;3.1050658E-4;0;2.3826321E-4;0.0074048433;0.004294698;0;0.009956196;0.010328576;0.011068176;0;9.1228687E-4;0;0;0.17082204;0.0044196993;0;0;0;0.016636044;0;0.045136467;0.05882353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.208548E-5;0;0.0011920753;0;0;0;7.135444E-4;0;0;0;0;0;0;0;0.3783531;0;0;0;0;0;0;0;0;0;0.008571505;0.41895324;0;0;0;0.0128523875;0;0;0.015290445;0;0;0;0;0.29218826;0.024611933;0;0;0;0;0.0010886921;0;0;0.006742821;0.038468964;0;0;0.0050920816;0;0;0.8203125;0;0;0;0
Portugal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004873146;0;0;0;0.09769697;0;0;0.004011525;9.5498265E-4;0;0;0;0;0.01087133;3.8576033E-4;0;0;0;0;0;0;0.002093781;0;0;1.5999192E-4;0;4.6986298E-4;0.011847429;0.0013116782;0.0026729107;0.013128804;0;0.036348425;0.010353392;0;0.0015988752;0;0.0012049235;0;0;0.006138657;6.2360393E-4;0;0;0.007659452;0;0;0.016224464;0.026632993;0.51586556;0;0;0;0.008217498;0.012648792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.530358E-5;0;0.0018236974;0;0;0;0.0019800083;0;0;0;0;0;0;0;0.004639738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023639964;0;0;0;0;0;0;0;0.010210504;0.0019467794;0;0;0;0;0;0;0;0;0.0119284;0;0;0.010396333;0;0;0;0;0;0;0
Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03891079;0;0.027993167;0.0132154515;0.031584077;0.023502247;0.57307017;0.38166517;0;0.60358;0;0.0019720222;0.0028595226;0.08947554;0.07313224;0.013661441;0.16100775;0.0117682535;0.009448347;0;0;0;0.03750215;0.004669684;0;0;0.0025037704;0.0058089173;0.012282888;0.023956662;0.0039868895;0.05421567;0.01568924;0;0.15174437;0.2941728;0;0.025886048;5.980899E-4;0.0032814858;0.004662484;0.0024653224;0;0.8543429;0.010411202;0.006811841;0.95719016;0.49317667;0.007663627;0.25945327;0.0027066215;0.08024837;0.015124555;0.09055922;0;0.007982018;0.32047972;0.0236713;0.042806566;0.043555763;0.3607167;0.09165456;0;0.074616924;0;0.23703572;0;0;0;0;0;0.012358947;0;0;0;0;0.010264457;0;0.009154071;0.013659767;0.0030020452;0.00217314;0.009832085;0;0;0;0.9625815;0.0052376245;0;0;0.13139427;0.08421411;0;0.020237157;0;0;0;0;0;0.015579303;0.015895762;0.20994043;0;0;0;0.03944208;0;0;0.19149111;0;0;0;0;0.056577384;0.035415914;0.15198822;0;0;0.11188811;0.025257656;0;0;0;0.008199846;0.92078674;0;0.0114147505;0;0.03356621;0;0;0;0;0
UK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0012729419;0;0.029542187;0;0;0;0;0;0.0074157272;0.00448902;0.0015639699;0.026326172;0;0;0.025585514;8.753575E-4;0;0.00478167;0;0;0.012484257;0;0.0017054185;0.0033202174;0.0016746428;0.005832688;0;0.03421338;0.12080185;0.025299538;0.6877934;0.041875616;0.018244598;0.06803763;0;0.1891506;0.004253134;0.029378787;0.008884924;0;0;0.06671034;0.08616381;0.015870824;0;8.6009654E-4;0;0.031494394;0.023272451;0.020405235;0.008404021;0;0.0052628694;0.010503054;0.04255928;0.047290023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010094541;0;0.0015301266;0.15148331;0.08510798;0.09769252;0.027312377;0;0;0;0.03741847;0.09300807;0;0;0.057002496;0;0.044912923;0;0.10078193;0;0;0;0;0.11777278;0.023166945;0.0051264525;0.0994383;0;0;0.08929249;0.027048273;0;0;0.5335856;0.009817307;0;0;0.11231554;0.0062915785;0;0;0;0.63336664;0.092103355;0;0;0;0.014716149;0;0;0.0372995;0;0.0059691104;0;0;0;0;0
Norway;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05595416;0;0.09488764;0;0.03865014;0.022615371;0;0;0;0.007858546;0;0.042351864;0.014931084;0.019531986;0.006814677;0.057010245;0.013465576;0.14080924;0.03619641;0;0.004722515;0;0.021933597;0.012233862;0;0.0052175676;0.028274009;0.014304699;0.044626515;0.013528557;0.24732608;0.094257824;0.17713755;0.0027905186;4.1695085E-4;0.20970127;0.015980896;0.13943857;0;0.6279219;0.36448896;0.009741463;0;0;0.0015268193;0.03647214;0;0;0.36293152;0.029955802;0.0077930447;0.0049124463;0.04574676;0.037229028;0;0.012904994;0.12079754;0.5937449;0.09340975;0.014957761;0.017386265;0;0.40459478;0;0.0516748;0;0.045228805;0.16291887;0.031322207;0;0;0.05384202;0.19600499;0;0;0;0.018611569;0;0.43887946;0.35168645;0.6696625;0.63036865;0.355203;0;0.31179795;0;0;0.03138436;0;0;0;0.20866008;0.03666361;0.47948417;0;0;0;0;0.06487012;0.18650168;0.18520288;0.05380334;0;0;0;0.06371413;0.24436346;0.025480255;0.004465859;0;0.01625382;0;0;0.040142667;0.043796092;0;0;0;0;0.019741617;0;0.3777703;0.029033793;0.008576168;0;0.060562707;0.005346686;0;0.06258197;0;0;0;0.30522767;0
Sweden;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003057922;1.4011601E-4;0.002457667;0;0;0;0;1.101251E-4;0;0;0;0;0;0;0;0;0.005189189;0;0.0040181004;0.08523151;0.004995309;0.009087723;0.006553977;0.017786227;0.0041486877;0.0018138689;0.0038120728;0.031246549;0;0.005033894;3.084427E-4;0;0;0.011629127;0.012855585;0;0;0;0;0;0.03158555;0.004606245;0;0;0;0;0;0.011443763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15942673;0.086161606;0.03784453;0.0020546052;0.0046581165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008226521;0;0;0;0;0;0;0;0;0;0;0;0;0.014056927;0.0013279356;0;0;0;0;0;0;0;0;0.013755539;0;0;0;0;0;0;0;0;0;0
Russian Fed;0;0;0;0.5899935;0;0;0;0;1.0;0;1.0;0;0;0;0;0.3037249;0;0.00438328;0;0;0;0;0;0;0;0;0;0;0.07367781;0.031375963;0;0;0;0;0.004894418;0.07192435;0;0;0;0;0.17904378;0;0;0.0057083243;0.012109485;0.013675098;0.41636604;0.054563757;0.018309664;0.08845086;0;5.074005E-5;0.070661165;0.0077559934;0.027491843;0.38001838;0.00810181;0;0;0;0;0.0033321336;0.0093355905;0;0;0.006607295;0;0;0;0.0679744;0;0;0;0;0.018928863;0.0024848704;0;0;0;0;0;0;0;0;0;0;0;0;0.009081139;0;0;0;0;0;0.03257665;0;0.14276208;0.006529448;0.024457702;0.18423963;0;0;0;0;0;0;0;0.004171865;0;0;0;0;0;0;0;0.6864842;0.02536558;0.0127378395;0;0;0;0;0.08255025;0.43888235;0;0;0;0;0.40518963;0;0;0.027667474;0;0;0;0.25474524;0.27500364;0;0;0.03668888;0.0057488056;0;0;0;0;0.027436495;0;0;0;0;0
Australia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.967774E-4;0.01000084;0;0;0;0;0;0.026611416;0;0.0025633695;0;0.055909168;3.5690662E-4;0;0;0.040972024;0.011528318;0.17662546;0.010103168;0;0.0015757172;8.699193E-4;0;7.9308904E-4;0;0.0037738914;3.9456168E-4;0;0;0;0;0.13975663;0;5.864085E-4;0;0;0;0;0;0.008188911;0.006586343;0.010934451;0;0;0.0017213968;0.025450664;0.005069501;9.191348E-4;0;0;0;0;0;0;0;0;0;0.07060334;0;0;0;0;0;0;0;0.09850545;0.08225236;0;0;0;0;0.0018162947;0.024722805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0064679417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
New Zealand;0;0;0;0;0;0;0;0;0;0;0;0;0.04360826;0;0;0;0;0.002424272;0;0;0;0;0;0;0;0;0;0;0.006674332;0.017238634;0;0;0;0.007384348;0.0017551864;0.009991474;0;0.015212612;0;0;0.014373433;0;0.011752191;0.030564595;0.025195386;0.02995217;0.022724606;0.0011807862;0.00832522;0.006615505;0;0.0030153561;0.007253639;0.01342205;0.006547856;5.1681633E-4;0.0012275948;0.040974263;0.17895445;0;0;0.0059954873;0.003266859;0;0;0;0;0.031701535;0.02752591;0.05666686;0;0;0;0;0;0.013188516;0;0;0.051122252;0;0;0;0;0;0;0;0;0;0;0;0.7917146;0;0;0.04595578;0;0;0;0.0020826687;0;0.0065516345;0.35960445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.021866623;0;0.02395998;0.0518058;0;0.032994818;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022862535;0;0;0;0.005422;0;0;0.0114147505;0;0.005754972;0;0;0;0;0
Mauritania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008070332;0;0;0;0;3.2700866E-4;0;0;0;0.005664314;0;0.0018172464;0;0.0030399964;0;0;0.004348937;0.015467865;0.014396986;0;0;0;0.005552467;0;0;0;6.197494E-4;0;0;0;0.0037827545;0;0;0.00409488;0;0;0;0;0;0;0;0.0089126555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.005707E-4;0;0;0;0;0;4.2318433E-4;0;0;0;0;0.32724348;0;0;0;0;0;0;0;0;0;0;0;0.24010123;0.05437465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05456015;0;0;0;0;0;0;0;0;0
Belgium-Lux;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033947367;0;0;0;0;0;2.7622198E-4;0;0;0;0;0;4.6355734E-5;0;0;0;0;0;0;0;6.89444E-4;0;2.1051567E-4;2.8883386E-4;0.0032432803;0.03144613;0.014181743;0.002127637;0.0068793213;0.007938523;0.0048146546;0.0047548185;0.0030050369;0.002202403;0.0042373477;0;0;0;0;0.065483846;0;0;0;0;0.0016064811;0.009000278;0;0;0;0;0.009758157;0;0.005068601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0250155E-4;0;0;0;0;0;8.927027E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09084845;0;0;0;0;0;0.013497448;0.0076710847;0;0;0;0;0;0;0;0;0.007566042;0;0;0.008826275;0;0;0;0;0;0;0
Netherlands;0;0.7496766;0;0;0;0;0;0;0;0;0;0;0.0067133023;0;0.66520923;0;0.028751194;0;0;0;0;0.00794932;0.30464998;0.29561403;0;0;0;0;0.0036581415;0.0030219299;0.0044096895;0;0;0;0.06521252;0.0034182316;0;0.005284485;0;0.017976949;5.886156E-4;0;0;9.411818E-4;0.002797039;0.0021893631;0.008328043;0.021082548;0.049613185;0.08623352;0.050924294;0.108009025;0.016749013;0.045530286;0.030864997;0.0021589585;0.028212562;0.010151881;0.0015865936;0;0;0.24695936;0;0;0;0.0023882291;0;0.0010172846;0.064446785;0;0.009817782;0;0.0029384354;0.0055122413;0;0.08574406;0;0.3537139;0;0;0;0;0.05250979;0.43614757;0.043614052;0;0;0;0;0;0;0;0;0.0022668308;0;0.011351405;0.04584778;0.04705706;0.035560474;0.038707465;0;0.080792576;0;0;0.44699606;0;0;0.025382096;0;0;0;0;0;0;0;0;0.32615298;0.12557387;0.04462455;0;0;0;0.042476088;0.05563297;0.13834044;0.06979851;0;0;0;0;0.023288341;0.04589758;0.588218;0;0;0;0.007330527;0.44173992;0.21171927;0.023203237;0.10432522;0;0;0.0044555715;0;0.02240424;0;0;0;0.69477236;0
Libya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9687078E-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.3299056E-4;0;0;0;0;0;0;0;0.07571883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Seychelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9485695E-5;0;0;0;0;0;3.839061E-4;0;0;0;0;0;0;0;3.3338246E-4;0;0;0;0;0.006242886;4.724528E-4;0;0.006250586;0;7.733954E-4;0.013016799;0;0;0;0;0;0;0;0.021292707;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04053321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0010200292;0;0;0;0;0;0;0;0;0;0
Brazil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008016098;0.18398401;0;0;0.048432637;0;0.0020214324;0;0;0;0;0;0;0;0;0;0.0014371204;0;9.969267E-5;0.001702445;0.0010004655;0;7.129345E-4;0.0017844171;0.0019307337;1.6482873E-4;0;0;0;0;0;0;3.75576E-4;0.0014699236;0;0;0;0;0;0.0011840616;0;0.011938423;0;0;0;0;0;0.0858715;0;0;0;0;0;0;0;0;0.058536585;0;0;0;0.4207241;0;0;0;0.009243032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0046893316;0;0;0;0;0;0;0;0;0;0;0.4080856;0;0;0;0;0;0;0;0;0;0;0;0.019265845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Costa Rica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002858333;0.03359425;0;0;0;0;0;0;5.549365E-4;0.0074265026;0;0;0;0;0;3.3569612E-4;0;0;0;0;0;0;0;0.002263372;3.195042E-4;2.8068756E-5;0;0;7.9653255E-4;0.002797418;0;0.004434239;0;0.0015633202;0;0;1.6747111E-4;0;0;0;0;0;0.007936284;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007827637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005087819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00692999;0;0;0;0;0;0;0;0;0;0;0.0010095405;0.0028865314;0;0;0;0;0;0.007942712;0;0;0;0.06975744;0.0068690507;0;0;0.10956717;0.009399208;0.0027423175;0.0023227057;0.0045319307;0.0025745437;0.0026967886;0;0.010987795;0.005979055;0.002619163;0.007874424;0;0;0;0.03755012;0.009407434;0;0.011138819;0.016133308;0;0;0;0;0;0.0039292523;0;0;0;6.2496576E-4;0.02356359;0;0.0011435747;0.060373556;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20828539;0;0;0.019554473;0;0;0;0;0;0;0.015283189;0;0;0;0.0027636632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.029413003;0;0;0;0;0.016448865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010226598;0;0;0;0;0;0;0
Greece;0;0;0;0;0.6457399;0;0;0;0;0;0;0;0;0;0.06808245;0;0;0;0;0;0;0;0.0015214533;0;0;0;0;0;1.3140896E-4;2.2196831E-4;0;0;0;0;0.0050722566;4.5928455E-4;0;0;0;0;0;0;0;0;0;0;0;2.5495174E-4;0.0037336177;0.003994868;0;0.04948074;9.5621124E-4;0.0048416234;0.0016184032;0;0;0;0.0029135628;0;0;2.480959E-4;0.003890463;0;0;0;0;0;0;0;0;0;0;0.028877191;0;0.0030620014;0;0;0;0;0;0.27335465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013693177;0;0;0;0;0.051957354;0;0;0;0;0;0;0;0.011819009;0;0;0;0;0;7.2579476E-4;0;0;0;0.009660568;0;0;0;0;0.004470141;0.1796875;0;0;0;0
South Africa;0;0;0;0;0;0;0;0;0;0;0;0;0.012411147;0;0;0;0;0;0;0;0;0;0;0;0;0.85842425;0;0;9.021048E-4;0.008716207;0;0;0;0.010859336;0;0.003855346;0;0;0;0;0;0;0;0.006556522;0.020390429;0.0039885705;7.2960637E-4;6.806885E-4;0.0064481203;0.0025790639;0.0013471469;0.020988733;0.022708375;0.07969685;0.00301221;0;0;0.0015744058;0.048913684;0;0;0.00303991;0.00718231;0;0;0;0;0.022127092;0.0028614823;0;0.021206409;0.8430956;0;0;0;0.0061747693;0;0;0.1309217;0;0;0;0;0;0;0;0;0;0.03068243;0;0;0;0;0.01916444;0;0;0;0;0;0;0;0.49340683;0;0;0.035444785;0;0.7056075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005140955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21506914;0;0;0;0;1.0;0;0;0
Angola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0590008E-4;0;0;0;0;0;0;0;0;8.786366E-4;0;3.5803363E-4;0;0;0;0;3.6951993E-4;3.5994677E-4;0.008230412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0072839307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zimbabwe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016333662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Untd Arab Em;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.25413E-4;6.570592E-4;0;0;0;0;0;2.2573227E-5;0.3766871;0.17557108;0;0;0;0;0;0.0011203465;0.0026813566;0.0070340307;0;2.712948E-4;2.94326E-4;0.0020545481;0;0;0.002374117;9.482576E-5;3.5720674E-4;0;0;0;0;0.014162278;0;9.413915E-4;0.0024705145;0;0;0;0;0;0.001550557;0;0;0;0;0;0;0.0013279361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010520618;0;0;0;0;0;0.0011429066;0;0;0;0;0.0011817993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12326897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Turkey;0;0;0;0;0;0.0102284355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.3551236E-4;2.1854797E-4;0;0;0;0;0;0.0011130213;0;0;0;0;0;0;0;0;0;0.0018637655;0;1.740536E-4;0.0032719874;0.006000073;0.021426052;0.007637113;0;3.6422373E-4;0.0067467713;0;8.800133E-4;0;0;0;0;0.004406889;0.0060459166;0;0;0;0;0;0.025341034;0;0;0;0;0;0;0.0034574433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0020371093;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015281711;0;0;0;0.014959336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005986482;0;0;0.041712638;0;0.002837335;0;0;0;0;0
